" ;"" "";"" "";""SLOVENIJA"";""Zahodna Slovenija"";""..Obalno-kraška"";""..Goriška"";""..Gorenjska"";""..Osrednjeslovenska"";""Vzhodna Slovenija"";""..Notranjsko-kraška"";""..Jugovzhodna Slovenija"";""..Spodnjeposavska"";""..Zasavska"";""..Savinjska"";""..Koroška"";""..Podravska"";""..Pomurska""",,,
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";3.9;5.6;2.0;1.6;1.9;7.6;1.7;0.7;1.0;0.5;1.4;1.6;1.3;2.8;1.6",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";5.1;6.3;6.1;3.5;3.0;7.5;3.6;2.5;2.5;1.9;2.4;2.9;2.6;5.7;2.7",,,
" ;"" "";""L Poslovanje z nepremièninami"";8.4;7.3;7.9;8.8;10.2;6.4;9.8;12.0;8.6;9.0;10.6;8.8;10.2;10.1;12.8",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";8.9;10.4;6.7;6.4;6.6;12.4;7.0;4.8;7.5;4.9;7.6;5.8;4.6;9.6;4.7",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";17.3;18.2;14.5;14.7;15.6;19.8;16.2;16.7;14.2;15.5;14.8;14.4;16.9;17.8;18.9"
" ;"" "";""RSTU Druge dejavnosti"";2.8;3.6;4.1;9.1;2.4;3.0;1.7;1.2;1.0;1.3;1.6;1.7;2.1;2.2;1.7",,,
2010,,,
" ;""Mio EUR (fiksni teèaj 2007)""",,,
" ;"" "";""Skupaj dejavnosti"";30982;17426;1834;1696;2546;11351;13555;566;2001;902;454;3557;825;4067;1184",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";770;239;26;55;59;99;531;40;86;45;10;113;36;118;83",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";7242;3029;225;467;727;1610;4213;161;817;356;169;1215;304;927;265",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";5955;2575;179;394;668;1333;3380;152;796;143;112;944;248;754;231",,,
" ;"" "";""F Gradbeništvo"";2017;1063;151;146;164;603;954;46;127;59;24;260;45;290;102",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";6286;3924;656;268;559;2441;2362;102;279;134;76;722;123;704;223",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";1256;1009;35;30;54;891;247;5;19;4;5;60;11;123;20",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";1730;1203;121;62;92;927;528;16;53;19;10;110;24;260;36",,,
" ;"" "";""L Poslovanje z nepremièninami"";2507;1231;135;142;245;709;1277;65;163;81;49;300;82;394;143",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";2837;1878;126;112;179;1461;959;28;146;47;35;199;39;409;57",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";5480;3225;285;260;403;2277;2256;97;289;144;69;523;144;755;236"
" ;"" "";""RSTU Druge dejavnosti"";856;626;74;154;64;334;230;7;22;13;6;55;19;88;20",,,
" ;""Struktura po regijah (Slovenija = 100%)""",,,
" ;"" "";""Skupaj dejavnosti"";100.0;56.2;5.9;5.5;8.2;36.6;43.8;1.8;6.5;2.9;1.5;11.5;2.7;13.1;3.8",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";100.0;31.1;3.4;7.1;7.7;12.9;68.9;5.2;11.2;5.8;1.3;14.7;4.6;15.3;10.8",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";100.0;41.8;3.1;6.5;10.0;22.2;58.2;2.2;11.3;4.9;2.3;16.8;4.2;12.8;3.7",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";100.0;43.2;3.0;6.6;11.2;22.4;56.8;2.6;13.4;2.4;1.9;15.9;4.2;12.7;3.9",,,
" ;"" "";""F Gradbeništvo"";100.0;52.7;7.5;7.2;8.1;29.9;47.3;2.3;6.3;2.9;1.2;12.9;2.2;14.4;5.1",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";100.0;62.4;10.4;4.3;8.9;38.8;37.6;1.6;4.4;2.1;1.2;11.5;2.0;11.2;3.5",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";100.0;80.4;2.8;2.4;4.3;70.9;19.6;0.4;1.5;0.4;0.4;4.7;0.9;9.8;1.6",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";100.0;69.5;7.0;3.6;5.3;53.6;30.5;0.9;3.1;1.1;0.6;6.3;1.4;15.0;2.1",,,
" ;"" "";""L Poslovanje z nepremièninami"";100.0;49.1;5.4;5.6;9.8;28.3;50.9;2.6;6.5;3.2;2.0;12.0;3.3;15.7;5.7",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";100.0;66.2;4.5;3.9;6.3;51.5;33.8;1.0;5.1;1.7;1.2;7.0;1.4;14.4;2.0",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";100.0;58.8;5.2;4.7;7.3;41.6;41.2;1.8;5.3;2.6;1.3;9.5;2.6;13.8;4.3"
" ;"" "";""RSTU Druge dejavnosti"";100.0;73.1;8.6;17.9;7.5;39.0;26.9;0.8;2.6;1.5;0.8;6.5;2.2;10.3;2.3",,,
" ;""Struktura po dejavnostih (%)""",,,
" ;"" "";""Skupaj dejavnosti"";100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";2.5;1.4;1.4;3.2;2.3;0.9;3.9;7.1;4.3;5.0;2.2;3.2;4.3;2.9;7.0",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";23.4;17.4;12.3;27.6;28.5;14.2;31.1;28.4;40.8;39.5;37.3;34.2;36.8;22.8;22.4",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";19.2;14.8;9.8;23.2;26.2;11.7;24.9;26.9;39.8;15.8;24.7;26.5;30.0;18.5;19.5",,,
" ;"" "";""F Gradbeništvo"";6.5;6.1;8.2;8.6;6.4;5.3;7.0;8.0;6.3;6.6;5.4;7.3;5.5;7.1;8.6",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";20.3;22.5;35.8;15.8;22.0;21.5;17.4;18.0;13.9;14.9;16.6;20.3;14.9;17.3;18.8",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";4.1;5.8;1.9;1.7;2.1;7.8;1.8;0.8;1.0;0.5;1.2;1.7;1.3;3.0;1.6",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";5.6;6.9;6.6;3.7;3.6;8.2;3.9;2.9;2.7;2.1;2.3;3.1;2.9;6.4;3.0",,,
" ;"" "";""L Poslovanje z nepremièninami"";8.1;7.1;7.4;8.3;9.6;6.2;9.4;11.4;8.1;9.0;10.9;8.4;10.0;9.7;12.1",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";9.2;10.8;6.9;6.6;7.0;12.9;7.1;4.9;7.3;5.2;7.7;5.6;4.7;10.0;4.8",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";17.7;18.5;15.5;15.3;15.8;20.1;16.6;17.2;14.4;16.0;15.1;14.7;17.4;18.6;19.9"
" ;"" "";""RSTU Druge dejavnosti"";2.8;3.6;4.0;9.1;2.5;2.9;1.7;1.2;1.1;1.4;1.4;1.6;2.2;2.2;1.7",,,
2011,,,
" ;""Mio EUR (fiksni teèaj 2007)""",,,
" ;"" "";""Skupaj dejavnosti"";31531;17624;1823;1699;2602;11500;13907;571;2029;933;454;3666;863;4149;1242",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";877;269;29;64;66;110;608;42;99;52;12;130;41;137;95",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";7701;3211;227;473;811;1701;4490;168;844;382;177;1307;336;986;289",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";6369;2750;182;401;753;1415;3619;159;823;150;113;1022;283;812;255",,,
" ;"" "";""F Gradbeništvo"";1887;977;139;138;153;548;910;32;123;59;25;251;47;266;107",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";6469;4031;654;275;561;2541;2438;115;290;136;68;739;127;730;233",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";1286;1027;35;31;56;905;258;5;20;5;6;61;11;128;22",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";1608;1121;118;55;78;869;487;16;51;16;8;101;21;238;36",,,
" ;"" "";""L Poslovanje z nepremièninami"";2439;1197;131;137;240;689;1242;62;157;79;46;293;80;384;140",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";2863;1900;137;113;178;1472;963;31;135;43;37;203;40;418;57",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";5545;3265;278;263;393;2332;2280;93;288;148;69;523;141;775;242"
" ;"" "";""RSTU Druge dejavnosti"";856;624;75;149;66;334;232;7;23;12;6;57;18;88;20",,,
" ;""Struktura po regijah (Slovenija = 100%)""",,,
" ;"" "";""Skupaj dejavnosti"";100.0;55.9;5.8;5.4;8.3;36.5;44.1;1.8;6.4;3.0;1.4;11.6;2.7;13.2;3.9",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";100.0;30.7;3.4;7.3;7.5;12.5;69.3;4.8;11.2;6.0;1.3;14.8;4.7;15.6;10.8",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";100.0;41.7;3.0;6.1;10.5;22.1;58.3;2.2;11.0;5.0;2.3;17.0;4.4;12.8;3.8",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";100.0;43.2;2.9;6.3;11.8;22.2;56.8;2.5;12.9;2.4;1.8;16.0;4.4;12.8;4.0",,,
" ;"" "";""F Gradbeništvo"";100.0;51.8;7.4;7.3;8.1;29.0;48.2;1.7;6.5;3.1;1.3;13.3;2.5;14.1;5.6",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";100.0;62.3;10.1;4.3;8.7;39.3;37.7;1.8;4.5;2.1;1.1;11.4;2.0;11.3;3.6",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";100.0;79.9;2.7;2.4;4.4;70.4;20.1;0.4;1.5;0.4;0.5;4.8;0.9;10.0;1.7",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";100.0;69.7;7.3;3.4;4.9;54.1;30.3;1.0;3.2;1.0;0.5;6.3;1.3;14.8;2.2",,,
" ;"" "";""L Poslovanje z nepremièninami"";100.0;49.1;5.4;5.6;9.8;28.2;50.9;2.6;6.4;3.3;1.9;12.0;3.3;15.7;5.7",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";100.0;66.4;4.8;4.0;6.2;51.4;33.6;1.1;4.7;1.5;1.3;7.1;1.4;14.6;2.0",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";100.0;58.9;5.0;4.7;7.1;42.1;41.1;1.7;5.2;2.7;1.2;9.4;2.5;14.0;4.4"
" ;"" "";""RSTU Druge dejavnosti"";100.0;72.9;8.7;17.4;7.7;39.1;27.1;0.8;2.6;1.4;0.7;6.7;2.2;10.2;2.4",,,
" ;""Struktura po dejavnostih (%)""",,,
" ;"" "";""Skupaj dejavnosti"";100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";2.8;1.5;1.6;3.8;2.5;1.0;4.4;7.4;4.9;5.6;2.6;3.6;4.8;3.3;7.6",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";24.4;18.2;12.5;27.8;31.1;14.8;32.3;29.3;41.6;41.0;39.0;35.7;39.0;23.8;23.3",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";20.2;15.6;10.0;23.6;28.9;12.3;26.0;27.9;40.6;16.1;25.0;27.9;32.8;19.6;20.6",,,
" ;"" "";""F Gradbeništvo"";6.0;5.5;7.6;8.1;5.9;4.8;6.5;5.6;6.1;6.3;5.4;6.8;5.4;6.4;8.6",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";20.5;22.9;35.9;16.2;21.6;22.1;17.5;20.2;14.3;14.6;15.1;20.2;14.7;17.6;18.8",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";4.1;5.8;1.9;1.8;2.2;7.9;1.9;0.9;1.0;0.5;1.3;1.7;1.3;3.1;1.8",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";5.1;6.4;6.5;3.3;3.0;7.6;3.5;2.8;2.5;1.8;1.8;2.8;2.4;5.7;2.9",,,
" ;"" "";""L Poslovanje z nepremièninami"";7.7;6.8;7.2;8.1;9.2;6.0;8.9;10.9;7.7;8.5;10.1;8.0;9.3;9.3;11.3",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";9.1;10.8;7.5;6.7;6.8;12.8;6.9;5.4;6.6;4.6;8.1;5.5;4.7;10.1;4.6",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";17.6;18.5;15.2;15.5;15.1;20.3;16.4;16.3;14.2;15.9;15.2;14.3;16.3;18.7;19.5"
" ;"" "";""RSTU Druge dejavnosti"";2.7;3.5;4.1;8.8;2.5;2.9;1.7;1.2;1.1;1.3;1.4;1.6;2.1;2.1;1.6",,,
2012,,,
" ;""Mio EUR (fiksni teèaj 2007)""",,,
" ;"" "";""Skupaj dejavnosti"";30708;17188;1703;1633;2549;11303;13520;547;1958;914;420;3564;859;4034;1224",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";827;254;27;59;62;106;573;38;99;48;11;117;41;128;91",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";7725;3267;224;475;808;1760;4458;166;825;375;167;1310;342;987;287",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";6396;2803;179;399;749;1475;3594;158;805;151;111;1025;285;805;255",,,
" ;"" "";""F Gradbeništvo"";1822;907;114;114;143;536;916;29;129;64;22;240;46;267;119",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";6272;3940;621;267;563;2489;2332;107;270;132;56;713;128;703;222",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";1312;1056;34;33;57;932;256;5;20;4;7;63;11;123;22",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";1371;960;106;46;71;736;411;15;43;18;7;82;18;198;30",,,
" ;"" "";""L Poslovanje z nepremièninami"";2305;1128;124;132;227;645;1177;59;151;76;41;279;76;362;133",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";2781;1835;121;112;176;1426;946;34;122;46;37;198;43;405;62",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";5464;3239;265;259;380;2335;2225;87;276;139;67;506;135;777;239"
" ;"" "";""RSTU Druge dejavnosti"";829;603;66;137;62;337;226;8;23;12;6;56;18;83;19",,,
" ;""Struktura po regijah (Slovenija = 100%)""",,,
" ;"" "";""Skupaj dejavnosti"";100.0;56.0;5.5;5.3;8.3;36.8;44.0;1.8;6.4;3.0;1.4;11.6;2.8;13.1;4.0",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";100.0;30.7;3.3;7.1;7.5;12.8;69.3;4.6;12.0;5.8;1.3;14.2;4.9;15.5;11.0",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";100.0;42.3;2.9;6.1;10.5;22.8;57.7;2.1;10.7;4.9;2.2;17.0;4.4;12.8;3.7",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";100.0;43.8;2.8;6.2;11.7;23.1;56.2;2.5;12.6;2.4;1.7;16.0;4.5;12.6;4.0",,,
" ;"" "";""F Gradbeništvo"";100.0;49.8;6.3;6.2;7.9;29.4;50.2;1.6;7.1;3.5;1.2;13.2;2.5;14.7;6.5",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";100.0;62.8;9.9;4.3;9.0;39.7;37.2;1.7;4.3;2.1;0.9;11.4;2.0;11.2;3.5",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";100.0;80.5;2.6;2.5;4.3;71.1;19.5;0.4;1.5;0.3;0.5;4.8;0.9;9.4;1.7",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";100.0;70.0;7.8;3.4;5.2;53.7;30.0;1.1;3.1;1.3;0.5;6.0;1.3;14.4;2.2",,,
" ;"" "";""L Poslovanje z nepremièninami"";100.0;48.9;5.4;5.7;9.8;28.0;51.1;2.6;6.5;3.3;1.8;12.1;3.3;15.7;5.8",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";100.0;66.0;4.3;4.0;6.3;51.3;34.0;1.2;4.4;1.6;1.3;7.1;1.6;14.6;2.2",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";100.0;59.3;4.9;4.7;7.0;42.7;40.7;1.6;5.0;2.5;1.2;9.3;2.5;14.2;4.4"
" ;"" "";""RSTU Druge dejavnosti"";100.0;72.7;8.0;16.5;7.5;40.7;27.3;1.0;2.8;1.5;0.7;6.8;2.2;10.1;2.3",,,
" ;""Struktura po dejavnostih (%)""",,,
" ;"" "";""Skupaj dejavnosti"";100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0",,,
" ;"" "";""A Kmetijstvo"," gozdarstvo in ribištvo"";2.7;1.5;1.6;3.6;2.4;0.9;4.2;7.0;5.1;5.3;2.5;3.3;4.7;3.2;7.5",,
" ;"" "";""BCDE Predelovalne dejavnosti"," rudarstvo in druga industrija"";25.2;19.0;13.1;29.1;31.7;15.6;33.0;30.3;42.2;41.0;39.7;36.8;39.8;24.5;23.4",,
" ;"" "";""..od tega: C Predelovalne dejavnosti"";20.8;16.3;10.5;24.4;29.4;13.1;26.6;28.8;41.1;16.5;26.5;28.7;33.2;20.0;20.8",,,
" ;"" "";""F Gradbeništvo"";5.9;5.3;6.7;7.0;5.6;4.7;6.8;5.3;6.6;7.0;5.2;6.7;5.4;6.6;9.7",,,
" ;"" "";""GHI Trgovina", gostinstvo," promet"";20.4;22.9;36.4;16.3;22.1;22.0;17.2;19.5;13.8;14.5;13.4;20.0;14.9;17.4;18.2",
" ;"" "";""J Informacijske in komunikacijske dejavnosti"";4.3;6.1;2.0;2.0;2.2;8.2;1.9;0.9;1.0;0.5;1.6;1.8;1.3;3.1;1.8",,,
" ;"" "";""K Finanène in zavarovalniške dejavnosti"";4.5;5.6;6.2;2.8;2.8;6.5;3.0;2.7;2.2;1.9;1.6;2.3;2.1;4.9;2.5",,,
" ;"" "";""L Poslovanje z nepremièninami"";7.5;6.6;7.3;8.1;8.9;5.7;8.7;10.8;7.7;8.3;9.9;7.8;8.9;9.0;10.8",,,
" ;"" "";""MN Strokovne", znanstvene," tehniène in druge posl. dejavnosti"";9.1;10.7;7.1;6.8;6.9;12.6;7.0;6.2;6.2;5.0;8.8;5.6;5.1;10.0;5.0",
" ;"" "";""OPQ Uprava in obramba", obv. soc. varnost, izob.," zdravstvo"";17.8;18.8;15.6;15.9;14.9;20.7;16.5;15.9;14.1;15.2;15.9;14.2;15.7;19.3;19.5"
" ;"" "";""RSTU Druge dejavnosti"";2.7;3.5;3.9;8.4;2.4;3.0;1.7;1.5;1.2;1.3;1.4;1.6;2.1;2.1;1.6",,,
,,,
''Mio EUR (fiksni teèaj 2007)'' je dobljen s preraèunom podatkov pred ,,,
"letom 2007 po fiksnem menjalnem teèaju 239,64 SIT/EUR. ",,,
Tabela z natanènejšimi podatki (veèje število decimalnih mest) je ,,,
objavljena kot ,,,
(http://www.stat.si/tema_ekonomsko_nacionalni_bdpreg.asp ,,,
TARGET=_blank) Excel datoteka. ,,,
Vir: Statistièni urad Republike Slovenije.,,,
,,,
Povezave: ,,,
- (seznam HREF=http://www.stat.si/doc/metod_pojasnila/03-092-MP.htm ,,,
target=_blank) Metodološka pojasnila ,,,
- (seznam ,,,
HREF=http://www.stat.si/koledar.asp?pod=3&kon=092&DatumOd=1.1.2005&Da-,,,
tumDo=Date() target=_blank) Koledar objav ,,,
 ,,,
