2000;Mio EUR (fiksni teèaj 2007);Skupaj dejavnosti;16177;8748;909;955;1421;5464;7428;331;1043;498;296;1875;505;2143;737
2000;Mio EUR (fiksni teèaj 2007);A Kmetijstvo, gozdarstvo in ribištvo;543;162;15;37;38;73;381;27;68;30;6;74;24;84;68
2000;Mio EUR (fiksni teèaj 2007);BCDE Predelovalne dejavnosti, rudarstvo in druga industrija;4539;1966;153;298;522;994;2573;108;408;199;135;706;220;593;204
2000;Mio EUR (fiksni teèaj 2007);..od tega: C Predelovalne dejavnosti;3954;1788;131;271;495;891;2166;103;393;113;86;560;195;526;191
2000;Mio EUR (fiksni teèaj 2007);F Gradbeništvo;1076;557;72;89;72;324;519;22;70;39;19;140;25;144;59
2000;Mio EUR (fiksni teèaj 2007);GHI Trgovina, gostinstvo, promet;3040;1864;306;140;292;1126;1176;53;121;75;32;331;70;368;126
2000;Mio EUR (fiksni teèaj 2007);J Informacijske in komunikacijske dejavnosti;624;483;28;16;26;413;141;3;14;3;9;33;5;62;14
2000;Mio EUR (fiksni teèaj 2007);K Finanène in zavarovalniške dejavnosti;787;498;49;39;48;363;289;10;35;13;10;59;13;111;37
2000;Mio EUR (fiksni teèaj 2007);L Poslovanje z nepremièninami;1276;612;69;77;125;342;663;33;84;43;26;158;43;198;78
2000;Mio EUR (fiksni teèaj 2007);MN Strokovne, znanstvene, tehniène in druge posl. dejavnosti;1146;705;40;41;65;558;442;18;93;23;15;79;23;170;21
2000;Mio EUR (fiksni teèaj 2007);OPQ Uprava in obramba, obv. soc. varnost, izob., zdravstvo;2607;1519;135;130;196;1058;1088;47;136;67;37;249;72;365;116
2000;Mio EUR (fiksni teèaj 2007);RSTU Druge dejavnosti;539;382;42;90;37;213;158;10;15;8;7;46;10;49;13
2000;Struktura po regijah (Slovenija = 100%);Skupaj dejavnosti;100.0;54.1;5.jun;5.sep;8.avg;33.8;45.9;2.0;6.apr;3.jan;1.avg;11.jun;3.jan;13.feb;4.jun
2000;Struktura po regijah (Slovenija = 100%);A Kmetijstvo, gozdarstvo in ribištvo;100.0;29.sep;2.jul;6.avg;6.sep;13.maj;70.1;4.sep;12.maj;5.jun;1.jan;13.jun;4.maj;15.apr;12.jun
2000;Struktura po regijah (Slovenija = 100%);BCDE Predelovalne dejavnosti, rudarstvo in druga industrija;100.0;43.3;3.apr;6.jun;11.maj;21.sep;56.7;2.apr;9.0;4.apr;3.0;15.jun;4.avg;13.jan;4.maj
2000;Struktura po regijah (Slovenija = 100%);..od tega: C Predelovalne dejavnosti;100.0;45.2;3.mar;6.avg;12.maj;22.maj;54.8;2.jun;9.sep;2.avg;2.feb;14.feb;4.sep;13.mar;4.avg
2000;Struktura po regijah (Slovenija = 100%);F Gradbeništvo;100.0;51.8;6.jul;8.mar;6.jul;30.jan;48.2;2.0;6.maj;3.jun;1.avg;13.0;2.mar;13.apr;5.maj
2000;Struktura po regijah (Slovenija = 100%);GHI Trgovina, gostinstvo, promet;100.0;61.3;10.jan;4.jun;9.jun;37.0;38.7;1.jul;4.0;2.maj;1.0;10.sep;2.mar;12.jan;4.jan
2000;Struktura po regijah (Slovenija = 100%);J Informacijske in komunikacijske dejavnosti;100.0;77.4;4.maj;2.maj;4.feb;66.1;22.jun;0.5;2.feb;0.5;1.apr;5.mar;0.8;9.sep;2.feb
2000;Struktura po regijah (Slovenija = 100%);K Finanène in zavarovalniške dejavnosti;100.0;63.3;6.feb;4.sep;6.jan;46.1;36.7;1.mar;4.apr;1.jun;1.mar;7.maj;1.jul;14.jan;4.jul
2000;Struktura po regijah (Slovenija = 100%);L Poslovanje z nepremièninami;100.0;48.0;5.apr;6.0;9.avg;26.avg;52.0;2.jun;6.jun;3.apr;2.0;12.apr;3.apr;15.maj;6.jan
2000;Struktura po regijah (Slovenija = 100%);MN Strokovne, znanstvene, tehniène in druge posl. dejavnosti;100.0;61.5;3.maj;3.jun;5.jul;48.7;38.5;1.jun;8.jan;2.0;1.mar;6.sep;2.0;14.avg;1.sep
2000;Struktura po regijah (Slovenija = 100%);OPQ Uprava in obramba, obv. soc. varnost, izob., zdravstvo;100.0;58.3;5.feb;5.0;7.maj;40.6;41.7;1.avg;5.feb;2.jun;1.apr;9.jun;2.avg;14.0;4.maj
2000;Struktura po regijah (Slovenija = 100%);RSTU Druge dejavnosti;100.0;70.8;7.avg;16.jul;6.avg;39.5;29.2;1.sep;2.avg;1.maj;1.mar;8.apr;1.avg;9.jan;2.apr
2000;Struktura po dejavnostih (%);Skupaj dejavnosti;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
2000;Struktura po dejavnostih (%);A Kmetijstvo, gozdarstvo in ribištvo;3.apr;1.sep;1.jun;3.sep;2.jun;1.mar;5.jan;8.jan;6.maj;6.jan;2.jan;3.sep;4.avg;3.sep;9.mar
2000;Struktura po dejavnostih (%);BCDE Predelovalne dejavnosti, rudarstvo in druga industrija;28.jan;22.maj;16.avg;31.2;36.7;18.feb;34.6;32.7;39.1;39.8;45.6;37.6;43.6;27.jul;27.jul
2000;Struktura po dejavnostih (%);..od tega: C Predelovalne dejavnosti;24.apr;20.apr;14.apr;28.mar;34.8;16.mar;29.2;31.0;37.7;22.jun;29.0;29.sep;38.7;24.maj;25.sep
2000;Struktura po dejavnostih (%);F Gradbeništvo;6.jul;6.apr;7.sep;9.mar;5.jan;5.sep;7.0;6.jun;6.jul;7.avg;6.maj;7.maj;5.0;6.jul;8.0
2000;Struktura po dejavnostih (%);GHI Trgovina, gostinstvo, promet;18.avg;21.mar;33.6;14.jul;20.jun;20.jun;15.avg;16.0;11.jun;15.0;10.avg;17.jul;13.avg;17.feb;17.jan
2000;Struktura po dejavnostih (%);J Informacijske in komunikacijske dejavnosti;3.sep;5.maj;3.jan;1.jun;1.avg;7.jun;1.sep;0.8;1.mar;0.6;2.sep;1.avg;0.9;2.sep;1.sep
2000;Struktura po dejavnostih (%);K Finanène in zavarovalniške dejavnosti;4.sep;5.jul;5.apr;4.0;3.apr;6.jun;3.sep;3.feb;3.mar;2.maj;3.maj;3.jan;2.jun;5.feb;5.0
2000;Struktura po dejavnostih (%);L Poslovanje z nepremièninami;7.sep;7.0;7.jun;8.0;8.avg;6.mar;8.sep;10.0;8.jan;8.jun;8.jul;8.apr;8.jun;9.feb;10.jun
2000;Struktura po dejavnostih (%);MN Strokovne, znanstvene, tehniène in druge posl. dejavnosti;7.jan;8.jan;4.apr;4.mar;4.jun;10.feb;5.sep;5.maj;8.sep;4.maj;5.jan;4.feb;4.maj;7.sep;2.sep
2000;Struktura po dejavnostih (%);OPQ Uprava in obramba, obv. soc. varnost, izob., zdravstvo;16.jan;17.apr;14.sep;13.jun;13.avg;19.apr;14.jun;14.jan;13.0;13.apr;12.maj;13.mar;14.feb;17.0;15.avg
2000;Struktura po dejavnostih (%);RSTU Druge dejavnosti;3.mar;4.apr;4.jun;9.apr;2.jun;3.sep;2.jan;3.0;1.maj;1.jul;2.mar;2.apr;1.sep;2.mar;1.avg
2001;Mio EUR (fiksni teèaj 2007);Skupaj dejavnosti;18173;9885;1012;1078;1615;6180;8288;359;1199;556;315;2071;571;2407;810
2001;Mio EUR (fiksni teèaj 2007);A Kmetijstvo, gozdarstvo in ribištvo;550;166;16;38;39;73;384;27;69;31;6;75;25;83;67
2001;Mio EUR (fiksni teèaj 2007);BCDE Predelovalne dejavnosti, rudarstvo in druga industrija;5136;2196;173;343;581;1099;2940;117;494;234;140;790;252;686;227
2001;Mio EUR (fiksni teèaj 2007);..od tega: C Predelovalne dejavnosti;4460;1978;148;311;549;971;2482;110;481;128;94;629;222;606;211
2001;Mio EUR (fiksni teèaj 2007);F Gradbeništvo;1142;588;76;95;78;339;553;26;78;42;19;147;25;157;59
2001;Mio EUR (fiksni teèaj 2007);GHI Trgovina, gostinstvo, promet;3458;2129;339;162;341;1287;1329;59;143;81;36;364;83;417;146
2001;Mio EUR (fiksni teèaj 2007);J Informacijske in komunikacijske dejavnosti;728;570;33;18;28;492;158;3;14;3;10;37;6;71;14
2001;Mio EUR (fiksni teèaj 2007);K Finanène in zavarovalniške dejavnosti;805;512;49;39;52;372;293;10;33;11;9;60;13;120;35
2001;Mio EUR (fiksni teèaj 2007);L Poslovanje z nepremièninami;1434;688;78;87;141;382;746;37;95;48;29;179;49;221;89
2001;Mio EUR (fiksni teèaj 2007);MN Strokovne, znanstvene, tehniène in druge posl. dejavnosti;1317;861;47;44;76;694;456;18;86;23;16;82;26;178;27
2001;Mio EUR (fiksni teèaj 2007);OPQ Uprava in obramba, obv. soc. varnost, izob., zdravstvo;3024;1756;157;149;224;1226;1268;54;170;74;42;291;83;421;133
2001;Mio EUR (fiksni teèaj 2007);RSTU Druge dejavnosti;580;419;44;103;56;216;160;9;15;8;7;46;10;53;12
2001;Struktura po regijah (Slovenija = 100%);Skupaj dejavnosti;100.0;54.4;5.jun;5.sep;8.sep;34.0;45.6;2.0;6.jun;3.jan;1.jul;11.apr;3.jan;13.feb;4.maj
2001;Struktura po regijah (Slovenija = 100%);A Kmetijstvo, gozdarstvo in ribištvo;100.0;30.2;2.sep;6.sep;7.0;13.mar;69.8;5.0;12.jun;5.jun;1.jan;13.jul;4.maj;15.jan;12.feb
2001;Struktura po regijah (Slovenija = 100%);BCDE Predelovalne dejavnosti, rudarstvo in druga industrija;100.0;42.8;3.apr;6.jul;11.mar;21.apr;57.2;2.mar;9.jun;4.jun;2.jul;15.apr;4.sep;13.apr;4.apr
2001;Struktura po regijah (Slovenija = 100%);..od tega: C Predelovalne dejavnosti;100.0;44.3;3.mar;7.0;12.mar;21.avg;55.7;2.maj;10.avg;2.sep;2.jan;14.jan;5.0;13.jun;4.jul
2001;Struktura po regijah (Slovenija = 100%);F Gradbeništvo;100.0;51.5;6.jul;8.mar;6.avg;29.jul;48.5;2.mar;6.sep;3.jul;1.jul;12.sep;2.feb;13.jul;5.feb
2001;Struktura po regijah (Slovenija = 100%);GHI Trgovina, gostinstvo, promet;100.0;61.6;9.avg;4.jul;9.avg;37.2;38.4;1.jul;4.jan;2.mar;1.0;10.maj;2.apr;12.jan;4.feb
2001;Struktura po regijah (Slovenija = 100%);J Informacijske in komunikacijske dejavnosti;100.0;78.3;4.maj;2.apr;3.avg;67.5;21.jul;0.4;1.sep;0.4;1.apr;5.jan;0.8;9.avg;2.0
2001;Struktura po regijah (Slovenija = 100%);K Finanène in zavarovalniške dejavnosti;100.0;63.6;6.jan;4.sep;6.apr;46.2;36.4;1.mar;4.jan;1.apr;1.feb;7.apr;1.jul;14.sep;4.apr
2001;Struktura po regijah (Slovenija = 100%);L Poslovanje z nepremièninami;100.0;48.0;5.maj;6.jan;9.avg;26.jun;52.0;2.jun;6.jun;3.apr;2.0;12.maj;3.apr;15.apr;6.feb
2001;Struktura po regijah (Slovenija = 100%);MN Strokovne, znanstvene, tehniène in druge posl. dejavnosti;100.0;65.4;3.jun;3.apr;5.avg;52.7;34.6;1.mar;6.maj;1.avg;1.feb;6.feb;2.0;13.maj;2.jan
2001;Struktura po regijah (Slovenija = 100%);OPQ Uprava in obramba, obv. soc. varnost, izob., zdravstvo;100.0;58.1;5.feb;4.sep;7.apr;40.5;41.9;1.avg;5.jun;2.maj;1.apr;9.jun;2.avg;13.sep;4.apr
2001;Struktura po regijah (Slovenija = 100%);RSTU Druge dejavnosti;100.0;72.4;7.jun;17.jul;9.jul;37.3;27.jun;1.maj;2.jul;1.apr;1.feb;8.0;1.jul;9.feb;2.jan
2001;Struktura po dejavnostih (%);Skupaj dejavnosti;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
2001;Struktura po dejavnostih (%);A Kmetijstvo, gozdarstvo in ribištvo;3.0;1.jul;1.jun;3.maj;2.apr;1.feb;4.jun;7.jun;5.avg;5.maj;1.sep;3.jun;4.apr;3.apr;8.mar
2001;Struktura po dejavnostih (%);BCDE Predelovalne dejavnosti, rudarstvo in druga industrija;28.mar;22.feb;17.jan;31.avg;36.0;17.avg;35.5;32.4;41.2;42.1;44.5;38.1;44.0;28.maj;28.0
2001;Struktura po dejavnostih (%);..od tega: C Predelovalne dejavnosti;24.maj;20.0;14.jun;28.avg;34.0;15.jul;29.sep;30.jul;40.2;23.jan;29.avg;30.apr;38.8;25.feb;26.jan
2001;Struktura po dejavnostih (%);F Gradbeništvo;6.mar;5.sep;7.maj;8.avg;4.avg;5.maj;6.jul;7.feb;6.maj;7.jun;6.jan;7.jan;4.apr;6.maj;7.mar
2001;Struktura po dejavnostih (%);GHI Trgovina, gostinstvo, promet;19.0;21.maj;33.5;15.0;21.jan;20.avg;16.0;16.maj;11.sep;14.jun;11.mar;17.jun;14.maj;17.mar;18.0
2001;Struktura po dejavnostih (%);J Informacijske in komunikacijske dejavnosti;4.0;5.avg;3.mar;1.jun;1.jul;8.0;1.sep;0.9;1.feb;0.5;3.feb;1.avg;1.0;3.0;1.avg
2001;Struktura po dejavnostih (%);K Finanène in zavarovalniške dejavnosti;4.apr;5.feb;4.avg;3.jul;3.feb;6.0;3.maj;2.avg;2.avg;2.0;3.0;2.sep;2.apr;5.0;4.apr
2001;Struktura po dejavnostih (%);L Poslovanje z nepremièninami;7.sep;7.0;7.jul;8.jan;8.jul;6.feb;9.0;10.mar;7.sep;8.jul;9.mar;8.jun;8.jun;9.feb;10.sep
2001;Struktura po dejavnostih (%);MN Strokovne, znanstvene, tehniène in druge posl. dejavnosti;7.feb;8.jul;4.jun;4.jan;4.jul;11.feb;5.maj;4.sep;7.feb;4.feb;5.jan;4.0;4.maj;7.apr;3.apr
2001;Struktura po dejavnostih (%);OPQ Uprava in obramba, obv. soc. varnost, izob., zdravstvo;16.jun;17.avg;15.maj;13.sep;13.avg;19.avg;15.mar;15.0;14.feb;13.apr;13.feb;14.jan;14.jun;17.maj;16.maj
2001;Struktura po dejavnostih (%);RSTU Druge dejavnosti;3.feb;4.feb;4.apr;9.maj;3.maj;3.maj;1.sep;2.apr;1.mar;1.apr;2.feb;2.feb;1.jul;2.feb;1.maj
2002;Mio EUR (fiksni teèaj 2007);Skupaj dejavnosti;20212;10987;1134;1189;1793;6870;9225;396;1328;627;339;2341;615;2709;870
2002;Mio EUR (fiksni teèaj 2007);A Kmetijstvo, gozdarstvo in ribištvo;659;199;18;46;47;88;461;33;81;38;8;92;28;102;81
2002;Mio EUR (fiksni teèaj 2007);BCDE Predelovalne dejavnosti, rudarstvo in druga industrija;5677;2401;189;378;641;1194;3275;132;543;268;147;913;269;763;240
2002;Mio EUR (fiksni teèaj 2007);..od tega: C Predelovalne dejavnosti;4899;2161;162;342;606;1051;2738;126;529;132;98;727;237;666;223
2002;Mio EUR (fiksni teèaj 2007);F Gradbeništvo;1216;628;81;99;84;365;588;30;80;42;20;156;25;175;59
2002;Mio EUR (fiksni teèaj 2007);GHI Trgovina, gostinstvo, promet;3870;2402;383;177;381;1461;1468;64;162;84;39;409;91;463;155
2002;Mio EUR (fiksni teèaj 2007);J Informacijske in komunikacijske dejavnosti;746;590;32;17;31;510;157;3;15;3;7;37;5;71;15
2002;Mio EUR (fiksni teèaj 2007);K Finanène in zavarovalniške dejavnosti;901;598;54;45;50;448;303;10;32;12;10;63;14;136;26
2002;Mio EUR (fiksni teèaj 2007);L Poslovanje z nepremièninami;1585;763;86;96;154;426;822;41;105;53;32;195;54;246;96
2002;Mio EUR (fiksni teèaj 2007);MN Strokovne, znanstvene, tehniène in druge posl. dejavnosti;1653;1048;71;61;102;814;605;19;109;35;24;109;27;241;39
2002;Mio EUR (fiksni teèaj 2007);OPQ Uprava in obramba, obv. soc. varnost, izob., zdravstvo;3312;1925;171;163;249;1343;1387;59;186;83;45;318;91;459;146
2002;Mio EUR (fiksni teèaj 2007);RSTU Druge dejavnosti;593;434;49;107;56;222;160;5;16;8;5;48;11;54;13
2002;Struktura po regijah (Slovenija = 100%);Skupaj dejavnosti;100.0;54.4;5.jun;5.sep;8.sep;34.0;45.6;2.0;6.jun;3.jan;1.jul;11.jun;3.0;13.apr;4.mar
2002;Struktura po regijah (Slovenija = 100%);A Kmetijstvo, gozdarstvo in ribištvo;100.0;30.jan;2.jul;7.0;7.jan;13.apr;69.9;5.0;12.feb;5.avg;1.feb;13.sep;4.feb;15.apr;12.feb
2002;Struktura po regijah (Slovenija = 100%);BCDE Predelovalne dejavnosti, rudarstvo in druga industrija;100.0;42.3;3.mar;6.jul;11.mar;21.0;57.7;2.mar;9.jun;4.jul;2.jun;16.jan;4.jul;13.apr;4.feb
2002;Struktura po regijah (Slovenija = 100%);..od tega: C Predelovalne dejavnosti;100.0;44.1;3.mar;7.0;12.apr;21.maj;55.9;2.jun;10.avg;2.jul;2.0;14.avg;4.avg;13.jun;4.maj
2002;Struktura po regijah (Slovenija = 100%);F Gradbeništvo;100.0;51.7;6.jul;8.jan;6.sep;30.0;48.3;2.maj;6.jun;3.maj;1.jul;12.sep;2.jan;14.apr;4.sep
2002;Struktura po regijah (Slovenija = 100%);GHI Trgovina, gostinstvo, promet;100.0;62.1;9.sep;4.jun;9.sep;37.7;37.9;1.jul;4.feb;2.feb;1.0;10.jun;2.mar;12.0;4.0
2002;Struktura po regijah (Slovenija = 100%);J Informacijske in komunikacijske dejavnosti;100.0;79.0;4.mar;2.mar;4.jan;68.4;21.0;0.4;1.sep;0.4;1.0;4.sep;0.7;9.jun;2.0
2002;Struktura po regijah (Slovenija = 100%);K Finanène in zavarovalniške dejavnosti;100.0;66.3;6.0;5.0;5.maj;49.7;33.7;1.jan;3.maj;1.mar;1.feb;7.0;1.jun;15.jan;2.sep
2002;Struktura po regijah (Slovenija = 100%);L Poslovanje z nepremièninami;100.0;48.1;5.maj;6.0;9.jul;26.sep;51.9;2.jun;6.jun;3.mar;2.0;12.mar;3.apr;15.maj;6.jan
2002;Struktura po regijah (Slovenija = 100%);MN Strokovne, znanstvene, tehniène in druge posl. dejavnosti;100.0;63.4;4.mar;3.jul;6.feb;49.3;36.6;1.jan;6.jun;2.jan;1.maj;6.jun;1.jun;14.jun;2.apr
2002;Struktura po regijah (Slovenija = 100%);OPQ Uprava in obramba, obv. soc. varnost, izob., zdravstvo;100.0;58.1;5.feb;4.sep;7.maj;40.5;41.9;1.avg;5.jun;2.maj;1.apr;9.jun;2.avg;13.sep;4.apr
2002;Struktura po regijah (Slovenija = 100%);RSTU Druge dejavnosti;100.0;73.1;8.feb;18.jan;9.apr;37.3;26.sep;0.9;2.jul;1.mar;0.9;8.0;1.avg;9.jan;2.feb
2002;Struktura po dejavnostih (%);Skupaj dejavnosti;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
2002;Struktura po dejavnostih (%);A Kmetijstvo, gozdarstvo in ribištvo;3.mar;1.avg;1.jun;3.sep;2.jun;1.mar;5.0;8.mar;6.jan;6.jan;2.feb;3.sep;4.maj;3.avg;9.mar
2002;Struktura po dejavnostih (%);BCDE Predelovalne dejavnosti, rudarstvo in druga industrija;28.jan;21.sep;16.jul;31.avg;35.7;17.apr;35.5;33.3;40.9;42.7;43.4;39.0;43.8;28.jan;27.jun
2002;Struktura po dejavnostih (%);..od tega: C Predelovalne dejavnosti;24.feb;19.jul;14.feb;28.avg;33.8;15.mar;29.jul;31.jul;39.8;21.jan;29.0;31.jan;38.5;24.jun;25.jun
2002;Struktura po dejavnostih (%);F Gradbeništvo;6.0;5.jul;7.feb;8.mar;4.jul;5.mar;6.apr;7.maj;6.0;6.jul;6.0;6.jul;4.jan;6.maj;6.avg
2002;Struktura po dejavnostih (%);GHI Trgovina, gostinstvo, promet;19.jan;21.sep;33.8;14.sep;21.mar;21.mar;15.sep;16.feb;12.feb;13.maj;11.maj;17.maj;14.avg;17.jan;17.avg
2002;Struktura po dejavnostih (%);J Informacijske in komunikacijske dejavnosti;3.jul;5.apr;2.avg;1.apr;1.jul;7.apr;1.jul;0.8;1.jan;0.5;2.feb;1.jun;0.9;2.jun;1.jul
2002;Struktura po dejavnostih (%);K Finanène in zavarovalniške dejavnosti;4.maj;5.apr;4.avg;3.avg;2.avg;6.maj;3.mar;2.jun;2.apr;1.sep;3.jan;2.jul;2.mar;5.0;3.0
2002;Struktura po dejavnostih (%);L Poslovanje z nepremièninami;7.avg;6.sep;7.jun;8.jan;8.jun;6.feb;8.sep;10.mar;7.sep;8.maj;9.maj;8.mar;8.avg;9.jan;11.jan
2002;Struktura po dejavnostih (%);MN Strokovne, znanstvene, tehniène in druge posl. dejavnosti;8.feb;9.maj;6.feb;5.jan;5.jul;11.sep;6.jun;4.avg;8.feb;5.jun;7.feb;4.jul;4.apr;8.sep;4.maj
2002;Struktura po dejavnostih (%);OPQ Uprava in obramba, obv. soc. varnost, izob., zdravstvo;16.apr;17.maj;15.jan;13.jul;13.sep;19.maj;15.0;14.avg;14.0;13.mar;13.apr;13.jun;14.avg;16.sep;16.jul
2002;Struktura po dejavnostih (%);RSTU Druge dejavnosti;2.sep;3.sep;4.mar;9.0;3.jan;3.feb;1.jul;1.mar;1.feb;1.mar;1.maj;2.0;1.jul;2.0;1.maj
2003;Mio EUR (fiksni teèaj 2007);Skupaj dejavnosti;22001;12152;1237;1267;1947;7701;9849;421;1443;645;360;2511;653;2887;931
2003;Mio EUR (fiksni teèaj 2007);A Kmetijstvo, gozdarstvo in ribištvo;540;164;17;39;38;71;376;29;67;31;6;74;22;82;65
2003;Mio EUR (fiksni teèaj 2007);BCDE Predelovalne dejavnosti, rudarstvo in druga industrija;6215;2672;205;403;703;1361;3543;145;615;272;162;989;286;811;262
2003;Mio EUR (fiksni teèaj 2007);..od tega: C Predelovalne dejavnosti;5377;2408;174;365;665;1203;2970;138;601;134;108;788;252;704;244
2003;Mio EUR (fiksni teèaj 2007);F Gradbeništvo;1372;712;92;105;95;420;660;31;92;44;18;175;31;202;67
2003;Mio EUR (fiksni teèaj 2007);GHI Trgovina, gostinstvo, promet;4258;2663;409;193;422;1639;1595;68;177;90;41;449;101;503;166
2003;Mio EUR (fiksni teèaj 2007);J Informacijske in komunikacijske dejavnosti;833;664;36;19;33;576;169;4;16;3;8;39;6;76;17
2003;Mio EUR (fiksni teèaj 2007);K Finanène in zavarovalniške dejavnosti;997;669;66;46;58;499;327;11;28;12;12;68;15;145;36
2003;Mio EUR (fiksni teèaj 2007);L Poslovanje z nepremièninami;1663;800;90;100;161;449;863;42;110;56;34;205;56;261;100
2003;Mio EUR (fiksni teèaj 2007);MN Strokovne, znanstvene, tehniène in druge posl. dejavnosti;1844;1193;78;61;114;940;651;20;121;36;27;121;27;252;46
2003;Mio EUR (fiksni teèaj 2007);OPQ Uprava in obramba, obv. soc. varnost, izob., zdravstvo;3650;2144;186;180;269;1509;1505;65;200;91;48;344;98;500;158
